COD_REGIONE;DESC_REGIONE;COD_PROVINCIA;DESC_PROVINCIA;COD_COMUNE;DESC_COMUNE;SIGLA_PROVINCIA;ANNO_CENSIMENTO;POPOLAZIONE_CENSITA_TOT;MAGG_PROP;DESC_TEMPO_GESTIONE;DATA_TEMPO_ELETTORALE;DATA_BALLOTTAGGIO;CONSIGLIERI_SPETTANTI;ASSESSORI_ASSEGNATI;SIGLA_TITOLO_ACCADEMICO;COGNOME;NOME;SESSO;DATA_NASCITA;DESC_SEDE_NASCITA;SEQ_ORDINA;DESCRIZIONE_CARICA;DATA_NOMINA;DESC_PARTITO;TIPO_MOVIMENTAZIONE;COD_MOVIMENTAZIONE;DESCRIZIONE;DATA_MOVIMENTAZIONE;DATA_CESSAZIONE;TITOLO_DI_STUDIO;PROFESSIONE
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;MASSA;CARLO UMBERTO;M;28/11/1960;GAVI (AL);50;Assessore;10/07/2009;LISTA LOCALE;N;901;PRIMA NOMINA;10/07/2009;;LAUREA;MEDICI CHIRURGHI GENERICI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;DOTT;BAROSINI;GIOVANNI;M;05/07/1960;CAVE (RM);80;Presidente del consiglio;27/07/2009;UNIONE DI CENTRO;N;901;Proclamazione;27/07/2009;;LAUREA;DIRIGENTI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;ING;SIRCHIA;NICOLA;M;22/01/1966;CASALE MONFERRATO (AL);90;Vicepresidente del consiglio;27/07/2009;IL POPOLO DELLA LIBERTA';N;901;Proclamazione;27/07/2009;;LAUREA;DIRETTORI GENERALI E CATEGORIE SIMILARI DELLA PUBBLICA AMMINISTRAZIONE
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;DEMARTE;VINCENZO;M;12/10/1957;DELIANUOVA (RC);110;Consigliere;27/07/2009;DI PIETRO ITALIA DEI VALORI;N;901;PRIMA NOMINA;27/07/2009;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;MACONI;ANTONIO;M;21/12/1963;PAVIA (PV);110;Consigliere;27/07/2009;IL POPOLO DELLA LIBERTA';N;901;PRIMA NOMINA;27/07/2009;;LAUREA;MEDICI CHIRURGHI SPECIALISTI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;TRAVERSA;DOMENICO;M;27/10/1945;SALE (AL);110;Consigliere;27/07/2009;IL POPOLO DELLA LIBERTA';N;901;PRIMA NOMINA;27/07/2009;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONDUTTORI DI AZIENDE AD ORDINAMENTO PRODUTTIVO MISTO E ASSIMILATI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;SCAGLIA;CLAUDIO UMBERTO;M;22/03/1962;PONTECURONE (AL);110;Consigliere;27/07/2009;PARTITO DEMOCRATICO;N;901;PRIMA NOMINA;27/07/2009;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;DE LUCA;VITO;M;02/11/1954;SANT'ARCANGELO (PZ);110;Consigliere;27/07/2009;IL POPOLO DELLA LIBERTA';N;901;PRIMA NOMINA;27/07/2009;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI NON ALTROVE CLASSIFICATI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;BARRERA;MARIA ENRICA;F;30/03/1963;ALESSANDRIA (AL);110;Consigliere;27/07/2009;DI PIETRO ITALIA DEI VALORI;N;901;PRIMA NOMINA;27/07/2009;;LAUREA;PROFESSORI DI SCUOLA SECONDARIA SUPERIORE E ASSIMILATI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;CERMELLI;GIAN FRANCO;M;10/09/1962;ALESSANDRIA (AL);110;Consigliere;27/07/2009;MODERATI;N;901;PRIMA NOMINA;27/07/2009;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;IVALDI;ALESSANDRA;F;06/08/1976;ALESSANDRIA (AL);110;Consigliere;27/07/2009;PARTITO DEMOCRATICO;N;901;PRIMA NOMINA;27/07/2009;;LAUREA;BIOLOGI, ZOOLOGI E NATURALISTI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;MAZZONI;CRISTINA;F;28/04/1967;ALESSANDRIA (AL);110;Consigliere;27/07/2009;PARTITO DEMOCRATICO;N;901;PRIMA NOMINA;27/07/2009;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;OPERATORI RADIOGRAFICI, OTTICI, ODONTOTECNICI E ASSIMILATI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;RIBOLDI;FEDERICO;M;05/02/1986;OMEGNA (NO);110;Consigliere;27/07/2009;IL POPOLO DELLA LIBERTA';N;901;PRIMA NOMINA;27/07/2009;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;SCOLARI E STUDENTI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;GEOM;VECCHI;PASQUALE;M;04/12/1963;SERRAVALLE SCRIVIA (AL);110;Consigliere;27/07/2009;PARTITO DEMOCRATICO;N;901;PRIMA NOMINA;27/07/2009;;LICENZA MEDIA SUPERIORE;Imprenditori, amministratori, direttori di aziende private di grande o media dimensione
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;PROF;FABBIO;PIERCARLO;M;27/04/1955;ALESSANDRIA (AL);110;Consigliere;27/07/2009;IL POPOLO DELLA LIBERTA';N;901;PRIMA NOMINA;27/07/2009;;LAUREA;PROFESSORI DI SCUOLA SECONDARIA SUPERIORE E ASSIMILATI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;BONAFE';FRANCESCO;M;27/07/1943;MONCUCCO TORINESE (AT);110;Consigliere;27/07/2009;SINISTRA E LIBERTA';N;901;PRIMA NOMINA;27/07/2009;;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;PERSONE RITIRATE DAL LAVORO
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;LEGNAZZI;ANGELO;M;24/04/1959;ALESSANDRIA (AL);110;Consigliere;27/07/2009;LEGA NORD;N;901;PRIMA NOMINA;27/07/2009;;LAUREA;MEDICI CHIRURGHI GENERICI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;GEOM;OTTRIA;DOMENICO;M;17/06/1959;ACQUI TERME (AL);110;Consigliere;27/07/2009;PARTITO DEMOCRATICO;N;901;PRIMA NOMINA;27/07/2009;;LICENZA MEDIA SUPERIORE;CONDUTTORI DI IMPIANTI E DI VEICOLI, TECNICI, OPERAI SEMIQUALIFICATI E ALTRI ADDETTI A MACCHINARI FISSI E MOBILI E AD ATTIVITA' INDUSTRIALI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;GEOM;FERRARIS;GIANFRANCO;M;31/05/1959;ALESSANDRIA (AL);110;Consigliere;27/07/2009;PARTITO DEMOCRATICO;N;901;PRIMA NOMINA;27/07/2009;;LICENZA MEDIA SUPERIORE;Impiegati di amministrazioni, organi ed enti pubblici con qualifiche non direttive
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;FORNARO;FEDERICO;M;09/12/1962;GENOVA (GE);110;Consigliere;27/07/2009;PARTITO DEMOCRATICO;N;901;PRIMA NOMINA;27/07/2009;;LAUREA;COMMERCIALISTI E ASSIMILATI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;CALVO;CORRADO;M;08/08/1964;CASALE MONFERRATO (AL);110;Consigliere;27/07/2009;LISTA LOCALE;N;901;PRIMA NOMINA;27/07/2009;;LAUREA;ALTRI LAVORATORI DEL COMMERCIO NON ALTROVE CLASSIFICATI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;DOTT;BONADEO;PAOLO;M;05/06/1971;TORTONA (AL);110;Consigliere;27/07/2009;IL POPOLO DELLA LIBERTA';N;901;PRIMA NOMINA;27/07/2009;;LAUREA;INSEGNANTI NON ALTROVE CLASSIFICATI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;PRETE;RICCARDO;M;02/10/1941;ALESSANDRIA (AL);110;Consigliere;27/07/2009;PARTITO DEMOCRATICO;N;901;PRIMA NOMINA;27/07/2009;;LAUREA;MEDICI CHIRURGHI GENERICI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;SMACCHIA;GIACINTO;M;31/01/1953;GROTTOLE (MT);110;Consigliere;27/07/2009;PARTITO DEMOCRATICO;N;901;Proclamazione;27/07/2009;;TITOLI O DIPLOMI PROFESSIONALI POST MEDIA INFER.;PROFESSIONI NON ALTROVE CLASSIFICABILI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;PETTINATI;GIANLORENZO;M;02/02/1961;ACQUI TERME (AL);110;Consigliere;27/07/2009;LISTA LOCALE;N;901;PRIMA NOMINA;27/07/2009;;LAUREA;MEDICI CHIRURGHI SPECIALISTI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;GUASCHINO;MARIA TERESA;F;08/11/1951;SOLERO (AL);110;Consigliere;27/07/2009;PARTITO DEMOCRATICO;N;901;PRIMA NOMINA;27/07/2009;;LAUREA;CASALINGHE
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;BALDUZZI;CARLO ALBERTO;M;09/12/1949;BRIGNANO FRASCATA (AL);110;Consigliere;27/07/2009;LEGA NORD;N;901;PRIMA NOMINA;27/07/2009;;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;IDRAULICI, STAGNINI E TERMOIDRAULICI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;GHIGLIA;FRANCO;M;28/10/1954;SAN SEBASTIANO CURONE (AL);110;Consigliere;27/07/2009;LEGA NORD;N;901;PRIMA NOMINA;27/07/2009;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI NON ALTROVE CLASSIFICATI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;RAG;ANGELINI;DINO;M;10/07/1950;MORNESE (AL);110;Consigliere;27/07/2009;PARTITO DEMOCRATICO;N;901;PRIMA NOMINA;27/07/2009;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;COMMERCIALISTI E ASSIMILATI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;;ROSSI;LUCA;M;29/05/1964;VALENZA (AL);110;Consigliere;27/07/2009;IL POPOLO DELLA LIBERTA';N;901;PRIMA NOMINA;27/07/2009;;LAUREA;IMPRENDITORI TITOLARI E AMMIN. DELEGATI DI IMPRESE INDUSTRIALI, DEI TRASPORTI, DEL CREDITO DEI SERVIZI
01;PIEMONTE;002;ALESSANDRIA;0000;;AL;2001;418231;;ORDINARIA;07/06/2009;21/06/2009;30;10;GEOM;VISCA;ALDO;M;19/11/1953;ASTI (AT);110;Consigliere;27/07/2009;IL POPOLO DELLA LIBERTA';N;901;PRIMA NOMINA;27/07/2009;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;DIRETTORI E CATEGORIE SIMILARI DELLE INDUSTRIE, DEI TRASPORTI, DEL CREDITO E DEI SERVIZI
01;PIEMONTE;007;ASTI;0000;;AT;2001;208339;;SCIOGLIMENTO;13/04/2008;27/04/2008;24;7;;ARDIA;ALBERTO;;;;10;Commissario Straordinario;23/11/2012;;N;901;Nomina commissario;23/11/2012;08/07/2014;;
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;GANCIA;GIANNA;F;31/12/1972;BRA (CN);10;Presidente della provincia;08/06/2009;LEGA NORD | Lista Civica non pervenuta | LISTA LOCALE: DONNE PER LA GRANDA | CEN-DES(LS.CIVICHE) | LISTA LOCALE: IL POPOLO DEL FUTURO | LISTA LOCALE: LISTA COSTA LIBERALI PER LA GRANDA | PARTITO DELLA LIBERTA';N;901;PRIMA NOMINA;08/06/2009;03/07/2014;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONDIZIONI NON PROFESSIONALI
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;ROSSETTO;GIUSEPPE;M;04/04/1962;ALBA (CN);20;Vicepresidente della provincia non di origine elettiva;29/06/2009;;N;901;PRIMA NOMINA;29/06/2009;;LAUREA;DIRIGENTI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;MELLANO;ROBERTO;M;03/08/1958;ENVIE (CN);60;Assessore non di origine elettiva;22/06/2010;LEGA NORD;N;901;Proclamazione;22/06/2010;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;GEOMETRI E PERITI EDILI
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;VISCUSI;LUCIA;F;05/08/1940;SANT'AGATA DE' GOTI (BN);60;Assessore non di origine elettiva;29/06/2009;;N;901;PRIMA NOMINA;29/06/2009;;LAUREA;PERSONE RITIRATE DAL LAVORO
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;COSTA;LUIGI;M;11/11/1952;PRUNETTO (CN);60;Assessore non di origine elettiva;29/06/2009;;N;901;PRIMA NOMINA;29/06/2009;;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;LAVORATORI AGRICOLI GENERICI
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;RUSSO;ROBERTO;M;01/12/1975;CUNEO (CN);60;Assessore non di origine elettiva;29/06/2009;;N;901;PRIMA NOMINA;29/06/2009;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;SCRITTORI, GIORNALISTI E PUBBLICISTI
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;AVV;MANTINI;ANNA;F;30/10/1945;PIOMBINO (LI);60;Assessore non di origine elettiva;07/12/2010;LEGA NORD;N;901;Proclamazione;07/12/2010;;LAUREA;AVVOCATI E PROCURATORI LEGALI
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;ISAIA;STEFANO;M;15/01/1978;CUNEO (CN);60;Assessore non di origine elettiva;22/06/2010;LEGA NORD;N;901;Proclamazione;22/06/2010;;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;COLOMBATTO;LUCA;M;05/05/1969;PINEROLO (TO);60;Assessore non di origine elettiva;29/06/2009;;N;901;PRIMA NOMINA;29/06/2009;;LAUREA;ARCHITETTI
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;BLENGINI;PIETRO;M;10/12/1960;MONDOVI' (CN);60;Assessore non di origine elettiva;29/06/2009;;N;901;PRIMA NOMINA;29/06/2009;;LAUREA;IMPRENDITORI TITOLARI E AMMIN. DELEGATI DI IMPRESE COMMERCIALI
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;BERGESIO;GIORGIO MARIA;M;22/11/1963;BRA (CN);80;Presidente del consiglio;29/06/2009;LEGA NORD;N;901;PRIMA NOMINA;29/06/2009;10/06/2014;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;DIRETTORI E CATEGORIE SIMILARI DELLE INDUSTRIE, DEI TRASPORTI, DEL CREDITO E DEI SERVIZI
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;AMBROGGIO;GIULIO;M;15/02/1952;SAVIGLIANO (CN);90;Vicepresidente del consiglio;29/06/2009;P.DEM.;N;901;PRIMA NOMINA;29/06/2009;10/06/2014;LAUREA;INSEGNANTI NON ALTROVE CLASSIFICATI
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;CRAVERO;RICCARDO;M;28/06/1947;CUNEO (CN);110;Consigliere;26/03/2012;PARTITO DELLA LIBERTA';N;902;Surrogazione;26/03/2012;10/06/2014;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;PERSONE RITIRATE DAL LAVORO
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;RAG;AMBROSINO;ERIO;M;30/03/1960;VILLAFALLETTO (CN);110;Consigliere;29/06/2009;P.DEM.;N;901;PRIMA NOMINA;29/06/2009;10/06/2014;TITOLI O DIPLOMI PROFESSIONALI POST MEDIA INFER.;PROFESSORI DI SCUOLA MEDIA E ASSIMILATI
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;REVETRIA;PIETRO DOMENICO;M;22/03/1954;PRIOLA (CN);110;Consigliere;16/01/2012;UDC;N;902;Surrogazione;16/01/2012;10/06/2014;LAUREA;MEDICI CHIRURGHI SPECIALISTI
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;GARELLI;STEFANO;M;09/07/1973;CORTEMILIA (CN);110;Consigliere;29/06/2009;P.DEM.;N;901;PRIMA NOMINA;29/06/2009;10/06/2014;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI NON ALTROVE CLASSIFICATI
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;CIRIO;ALBERTO;M;06/12/1972;TORINO (TO);110;Consigliere;29/06/2009;PARTITO DELLA LIBERTA';N;901;PRIMA NOMINA;29/06/2009;10/06/2014;LAUREA;AVVOCATI E PROCURATORI LEGALI
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;ZETTI;GIOVANNA CAROLINA;F;30/04/1948;SANNAZZARO DE' BURGONDI (PV);110;Consigliere;29/06/2009;CENTRO DESTRA (LISTE CIVICHE);N;901;PRIMA NOMINA;29/06/2009;10/06/2014;LICENZA ELEMENTARE;MAGLIERISTI E CALZETTAI
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;RAG;MANASSERO;PATRIZIA;F;01/10/1960;CUNEO (CN);110;Consigliere;29/06/2009;P.DEM.;N;901;PRIMA NOMINA;29/06/2009;06/07/2013;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI NON ALTROVE CLASSIFICATI
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;GIVERSO;PIO;M;24/07/1949;ASTI (AT);110;Consigliere;02/05/2011;P.DEM.;N;902;Surrogazione;02/05/2011;10/06/2014;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;PERSONE RITIRATE DAL LAVORO
01;PIEMONTE;027;CUNEO;0000;;CN;2001;556330;;SOSPENSIONE;07/06/2009;;30;10;;ICARDI;ADELINO;M;30/11/1965;ALBA (CN);110;Consigliere;29/06/2009;P.DEM.;N;901;PRIMA NOMINA;29/06/2009;10/06/2014;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;PROFESSIONI NON ALTROVE CLASSIFICABILI
